t theta theta1 theta2 omega omega1 omega2
79.370000 -0.201332 29.4714 -0.517909 -0.459732 0.225289 0.374176
79.380000 -0.393991 29.5781 -0.321098 -0.2129 0.147464 0.312826
79.390000 -0.445365 29.6404 -0.159449 0.0335876 0.0698927 0.251407
79.400000 -0.355387 29.6582 -0.033059 0.280687 -0.00785062 0.189713
79.410000 -0.123398 29.6313 0.0578462 0.529481 -0.0862201 0.1275
79.420000 0.251884 29.5592 0.112901 0.781048 -0.16567 0.0645324
79.430000 0.772327 29.4411 0.131614 1.03632 -0.246622 0.000623687
79.440000 1.44024 29.2762 0.113421 1.29585 -0.329407 -0.064298
79.450000 2.25805 29.0633 0.0577655 1.55948 -0.414183 -0.130092
79.460000 3.22779 28.8013 -0.0357275 1.82575 -0.50078 -0.196252
79.470000 4.35004 28.4892 -0.166989 2.09103 -0.588474 -0.261682
79.480000 5.62243 28.127 -0.33508 2.34828 -0.675644 -0.324386
79.490000 7.03722 27.7156 -0.537583 2.58568 -0.759371 -0.381152
79.500000 8.5783 27.2583 -0.769846 2.78574 -0.835154 -0.427403
79.510000 10.2181 26.7613 -1.02428 2.92651 -0.897128 -0.45761
79.520000 11.9163 26.2341 -1.29016 2.98635 -0.939234 -0.466603
79.530000 13.6221 25.6896 -1.55435 2.95159 -0.957264 -0.451547
79.540000 15.2805 25.1419 -1.80316 2.82277 -0.950652 -0.413374
79.550000 16.8415 24.6043 -2.02445 2.61429 -0.922599 -0.356454
79.560000 18.2652 24.0877 -2.20918 2.34781 -0.878475 -0.286729
79.570000 19.5249 23.5997 -2.35164 2.0446 -0.823807 -0.209736
79.580000 20.6043 23.1449 -2.44892 1.72105 -0.763009 -0.129549
79.590000 21.4952 22.7259 -2.49996 1.38778 -0.699032 -0.0486294
79.600000 22.1939 22.3441 -2.50474 1.05053 -0.633551 0.0318548
79.610000 22.6987 22.0001 -2.4636 0.711592 -0.5673 0.111636
79.620000 23.009 21.6942 -2.37689 0.370937 -0.500369 0.191031
79.630000 23.1232 21.4269 -2.24464 0.0270563 -0.432431 0.270725
79.640000 23.0389 21.199 -2.06642 -0.322547 -0.362877 0.35165
79.650000 22.7519 21.0115 -1.84123 -0.681043 -0.290919 0.434912
79.660000 22.2561 20.8662 -1.56737 -1.05201 -0.21567 0.521723
79.670000 21.5433 20.7652 -1.24247 -1.43902 -0.136272 0.613314
79.680000 20.6035 20.711 -0.863454 -1.84477 -0.0521453 0.710716
79.690000 19.4257 20.7063 -0.426861 -2.26915 0.0364837 0.814261
79.700000 18.0009 20.7533 0.0705435 -2.70505 0.127501 0.922515
79.710000 16.3277 20.8518 0.630216 -3.13103 0.215019 1.0303
79.720000 14.4234 20.9968 1.24895 -3.5019 0.287128 1.12614
79.730000 12.3386 21.1745 1.91491 -3.74813 0.326075 1.19176
79.740000 10.1652 21.3609 2.60528 -3.80329 0.315653 1.20904
79.750000 8.02029 21.5262 3.28999 -3.65191 0.253315 1.17263
79.760000 6.01082 21.6438 3.94092 -3.34204 0.152608 1.09403
79.770000 4.20715 21.6973 4.53912 -2.9448 0.0322812 0.991502
79.780000 2.64236 21.6798 5.07534 -2.51508 -0.0936801 0.879559
79.790000 1.3255 21.5903 5.5468 -2.08255 -0.218018 0.766315
79.800000 0.254195 21.4308 5.95388 -1.65882 -0.338158 0.655117
79.810000 -0.577409 21.2036 6.29803 -1.24562 -0.454027 0.546632
79.820000 -1.17462 20.9111 6.58067 -0.839864 -0.566745 0.440177
79.830000 -1.54022 20.5545 6.80257 -0.436136 -0.677998 0.334386
79.840000 -1.67348 20.1341 6.96363 -0.0276191 -0.78981 0.227481
79.850000 -1.56942 19.6489 7.06263 0.393737 -0.904514 0.117337
79.860000 -1.21803 19.0965 7.09699 0.837476 -1.02483 0.00143222
79.870000 -0.603303 18.4728 7.0626 1.31502 -1.15398 -0.123238
79.880000 0.29787 17.7717 6.95344 1.83969 -1.29571 -0.260132
79.890000 1.51637 16.9849 6.76153 2.42455 -1.45377 -0.41258
79.900000 3.08854 16.1024 6.4775 3.07283 -1.62942 -0.581246
79.910000 5.04308 15.116 6.09413 3.74631 -1.81335 -0.755958
79.920000 7.35938 14.0298 5.61707 4.29854 -1.96812 -0.898737
79.930000 9.89438 12.8796 5.08346 4.46566 -2.02519 -0.942243
79.940000 12.3778 11.7345 4.56249 4.1292 -1.95252 -0.857669
79.950000 14.5686 10.6571 4.11492 3.49163 -1.80137 -0.698258
79.960000 16.3677 9.6733 3.76474 2.79016 -1.63317 -0.524892
79.970000 17.7739 8.7836 3.51103 2.12783 -1.47495 -0.363455
79.980000 18.8174 7.98019 3.3451 1.52389 -1.33194 -0.218327
79.990000 19.5296 7.25483 3.25824 0.969513 -1.20188 -0.0867813
80.000000 19.935 6.60121 3.24386 0.449805 -1.08082 0.0353852
80.010000 20.0488 6.01535 3.29779 -0.0501669 -0.964733 0.152327
80.020000 19.8785 5.49549 3.41817 -0.54453 -0.849781 0.267957
80.030000 19.4233 5.04209 3.60534 -1.04732 -0.732129 0.386138
80.040000 18.6739 4.65783 3.86192 -1.57361 -0.607666 0.510977
80.050000 17.6123 4.34794 4.19303 -2.14068 -0.471716 0.647116
80.060000 16.2093 4.12049 4.60661 -2.7683 -0.318962 0.799777
80.070000 14.4249 3.98661 5.11358 -3.47457 -0.144525 0.973648
80.080000 12.2131 3.95896 5.72625 -4.25472 0.0505578 1.16728
80.090000 9.55253 4.04406 6.45041 -5.01065 0.241162 1.35484
80.100000 6.53177 4.22007 7.26308 -5.44702 0.351135 1.45943
80.110000 3.43332 4.41504 8.09107 -5.26209 0.302069 1.40333
80.120000 0.592119 4.54298 8.84801 -4.6107 0.132953 1.22749
80.130000 -1.82994 4.56219 9.49271 -3.84502 -0.0655737 1.0235
80.140000 -3.82487 4.47074 10.024 -3.13217 -0.250047 0.834685
80.150000 -5.43508 4.27991 10.4536 -2.50162 -0.41257 0.668555
80.160000 -6.70486 4.00157 10.7938 -1.94078 -0.556278 0.521694
80.170000 -7.66871 3.64511 11.0541 -1.43061 -0.686096 0.388983
80.180000 -8.35062 3.21716 11.2413 -0.954092 -0.806496 0.265816
80.190000 -8.76574 2.72201 11.3598 -0.497167 -0.921227 0.148329
80.200000 -8.9218 2.16198 11.4117 -0.0479558 -1.03349 0.0332153
80.210000 -8.82015 1.53765 11.3977 0.404078 -1.14612 -0.0825081
80.220000 -8.45635 0.848045 11.3165 0.868702 -1.26176 -0.201657
80.230000 -7.82057 0.0907439 11.1655 1.35485 -1.38279 -0.326881
80.240000 -6.89841 -0.737877 10.9404 1.86907 -1.51089 -0.460295
80.250000 -5.67345 -1.64192 10.6364 2.41052 -1.6457 -0.602214
80.260000 -4.13469 -2.62397 10.2495 2.95819 -1.78148 -0.747884
80.270000 -2.29441 -3.68036 9.78159 3.44708 -1.90101 -0.881247
80.280000 -0.219687 -4.79307 9.24812 3.75177 -1.97175 -0.970243
80.290000 1.94414 -5.92407 8.68497 3.7437 -1.96135 -0.980862
80.300000 4.00916 -7.02508 8.13982 3.42077 -1.87093 -0.910729
80.310000 5.82877 -8.05935 7.65064 2.91262 -1.73507 -0.791915
80.320000 7.33685 -9.01121 7.23513 2.35006 -1.58753 -0.657911
80.330000 8.52465 -9.87962 6.89614 1.80121 -1.44534 -0.526583
80.340000 9.40776 -10.6694 6.63004 1.28774 -1.31345 -0.403852
80.350000 10.0073 -11.3866 6.43162 0.810528 -1.19153 -0.290153
80.360000 10.3423 -12.0364 6.2961 0.363498 -1.07756 -0.184014
80.370000 10.4281 -12.6225 6.21968 -0.0608779 -0.969209 -0.0835286
80.380000 10.2755 -13.1476 6.19965 -0.469686 -0.8643 0.0131223
80.390000 9.8917 -13.6132 6.23429 -0.869004 -0.760938 0.107497
80.400000 9.28061 -14.0196 6.32264 -1.26366 -0.657557 0.200804
80.410000 8.44392 -14.3665 6.46433 -1.65686 -0.553006 0.293786
80.420000 7.38209 -14.653 6.65924 -2.04937 -0.446746 0.386488
80.430000 6.09622 -14.8782 6.90697 -2.43792 -0.339269 0.477825
80.440000 4.59101 -15.0419 7.206 -2.81266 -0.232777 0.564925
80.450000 2.87947 -15.146 7.55249 -3.15392 -0.132081 0.642351
80.460000 0.989162 -15.1959 7.93866 -3.43063 -0.045158 0.701811
80.470000 -1.03213 -15.2023 8.35141 -3.60489 0.0178526 0.73358
80.480000 -3.11622 -15.1817 8.77256 -3.64644 0.0482936 0.730412
80.490000 -5.18408 -15.1537 9.1816 -3.54997 0.0436474 0.691912
80.500000 -7.16219 -15.1374 9.56001 -3.33887 0.00896389 0.625135
80.510000 -8.99559 -15.1474 9.89457 -3.05141 -0.0464075 0.540629
80.520000 -10.6512 -15.1928 10.178 -2.72346 -0.11327 0.447899
80.530000 -12.1136 -15.2781 10.4075 -2.38015 -0.184929 0.353379
80.540000 -13.3785 -15.4048 10.5833 -2.03591 -0.257385 0.260572
80.550000 -14.4477 -15.5728 10.7067 -1.69757 -0.328615 0.170969
80.560000 -15.3254 -15.781 10.7798 -1.36744 -0.39782 0.0848857
80.570000 -16.0162 -16.0283 10.8046 -1.04543 -0.464881 0.00202314
80.580000 -16.5247 -16.3134 10.7827 -0.730297 -0.530024 -0.0782059
80.590000 -16.8541 -16.6353 10.7154 -0.420337 -0.593624 -0.156499
80.600000 -17.007 -16.9934 10.6036 -0.113792 -0.656088 -0.233568
80.610000 -16.9848 -17.387 10.4478 0.190884 -0.717777 -0.310071
80.620000 -16.7884 -17.8158 10.2483 0.494777 -0.778925 -0.386558
80.630000 -16.418 -18.2795 10.0048 0.798203 -0.839552 -0.463394
80.640000 -15.874 -18.7777 9.71716 1.10025 -0.899333 -0.540638
80.650000 -15.1579 -19.3097 9.38526 1.39811 -0.957428 -0.617872
80.660000 -14.2737 -19.8742 9.00935 1.68621 -1.01225 -0.693954
80.670000 -13.2293 -20.4686 8.59066 1.95523 -1.06126 -0.766741
80.680000 -12.0394 -21.0885 8.13199 2.19158 -1.10084 -0.832884
80.690000 -10.7274 -21.7274 7.63836 2.37817 -1.12661 -0.887949
80.700000 -9.32709 -22.3761 7.11751 2.49744 -1.13427 -0.927141
80.710000 -7.88095 -23.0232 6.57971 2.53661 -1.121 -0.94665
80.720000 -6.4363 -23.6566 6.03678 2.49268 -1.08663 -0.945043
80.730000 -5.03893 -24.2648 5.50054 2.37374 -1.03385 -0.92379
80.740000 -3.72751 -24.8386 4.98126 2.19564 -0.967195 -0.886556
80.750000 -2.53073 -25.3715 4.48681 1.97651 -0.891532 -0.837823
80.760000 -1.46735 -25.8593 4.02258 1.73233 -0.810972 -0.781715
80.770000 -0.5481 -26.3004 3.59183 1.47505 -0.728449 -0.721417
80.780000 0.221954 -26.6941 3.19628 1.21254 -0.64577 -0.659099
80.790000 0.84127 -27.0405 2.83669 0.949426 -0.563882 -0.596086
80.800000 1.31025 -27.3404 2.51321 0.688021 -0.48314 -0.533092
80.810000 1.63017 -27.5944 2.22575 0.429154 -0.403524 -0.470419
80.820000 1.8025 -27.803 1.97408 0.172727 -0.324794 -0.408109
80.830000 1.82845 -27.9667 1.75804 -0.0819072 -0.246578 -0.346043
80.840000 1.7088 -28.0856 1.57754 -0.335694 -0.168439 -0.28402
80.850000 1.44373 -28.1596 1.43261 -0.589703 -0.0899161 -0.221802
80.860000 1.03281 -28.1885 1.32345 -0.844988 -0.0105534 -0.15916
80.870000 0.475032 -28.1715 1.25034 -1.10242 0.070059 -0.0959237
80.880000 -0.230988 -28.1079 1.21366 -1.3625 0.152234 -0.0320424
80.890000 -1.08674 -27.9967 1.21372 -1.62498 0.236104 0.0323228
80.900000 -2.09326 -27.837 1.25069 -1.88837 0.321484 0.0966587
80.910000 -3.25018 -27.6282 1.32428 -2.14918 0.407663 0.159899
80.920000 -4.55431 -27.37 1.43336 -2.40078 0.493109 0.220162
80.930000 -5.99748 -27.0637 1.57544 -2.63232 0.575128 0.274483
80.940000 -7.5639 -26.7124 1.74597 -2.82799 0.649632 0.318707
80.950000 -9.22749 -26.3218 1.93777 -2.96804 0.711321 0.347847
80.960000 -10.9506 -25.9008 2.14078 -3.03278 0.754665 0.357188
80.970000 -12.6858 -25.4613 2.34275 -3.00905 0.77562 0.343963
80.980000 -14.3815 -25.0165 2.5307 -2.89587 0.773239 0.308668
80.990000 -15.9893 -24.5792 2.69292 -2.70481 0.749981 0.254958
81.000000 -17.4698 -24.1602 2.82036 -2.45496 0.710511 0.18816
81.010000 -18.7951 -23.7671 2.90705 -2.16611 0.659936 0.11351
81.020000 -19.9476 -23.4052 2.94972 -1.85433 0.602556 0.0350585
81.030000 -20.9177 -23.0774 2.947 -1.53057 0.541402 -0.0445968
81.040000 -21.7005 -22.7852 2.89865 -1.20117 0.478309 -0.124104
81.050000 -22.2937 -22.5295 2.80491 -0.869031 0.414185 -0.203016
81.060000 -22.6959 -22.3107 2.66609 -0.534707 0.34929 -0.281488
81.070000 -22.9058 -22.1294 2.48232 -0.197221 0.283447 -0.360065
81.080000 -22.9209 -21.9862 2.25332 0.145411 0.216198 -0.439545
81.090000 -22.7377 -21.882 1.97829 0.495816 0.146904 -0.520892
81.100000 -22.3507 -21.8184 1.65586 0.856956 0.0748466 -0.605163
81.110000 -21.7531 -21.7969 1.28406 1.2317 -0.000648759 -0.693408
81.120000 -20.9363 -21.8198 0.860352 1.62199 -0.0799751 -0.786461
81.130000 -19.8915 -21.8892 0.381879 2.02716 -0.162784 -0.884514
81.140000 -18.6117 -22.0067 -0.153946 2.44054 -0.247112 -0.986238
81.150000 -17.0967 -22.1718 -0.748165 2.84379 -0.327927 -1.08726
81.160000 -15.3618 -22.38 -1.39798 3.19994 -0.395476 -1.17824
81.170000 -13.4496 -22.6197 -2.0936 3.4525 -0.435323 -1.24442
81.180000 -11.4365 -22.8708 -2.81619 3.54398 -0.433383 -1.27016
81.190000 -9.42394 -23.1073 -3.53994 3.45173 -0.38506 -1.24844
81.200000 -7.51082 -23.3048 -4.23895 3.20512 -0.299068 -1.18589
81.210000 -5.76958 -23.4458 -4.89385 2.86165 -0.190769 -1.09702
81.220000 -4.24007 -23.5217 -5.49364 2.47318 -0.0734965 -0.995418
81.230000 -2.93783 -23.5299 -6.03378 2.07208 0.0447258 -0.889812
81.240000 -1.86504 -23.471 -6.51337 1.67378 0.160318 -0.784523
81.250000 -1.01831 -23.3468 -6.93313 1.2832 0.272385 -0.681053
81.260000 -0.393248 -23.1594 -7.29414 0.899626 0.381435 -0.579358
81.270000 0.0132539 -22.9101 -7.59721 0.51952 0.48867 -0.478583
81.280000 0.201766 -22.5995 -7.84248 0.137743 0.595675 -0.377406
81.290000 0.169583 -22.2272 -8.02929 -0.251993 0.704315 -0.27418
81.300000 -0.089933 -21.7917 -8.15591 -0.657154 0.816754 -0.166935
81.310000 -0.588096 -21.2901 -8.21937 -1.08665 0.935535 -0.0533281
81.320000 -1.3418 -20.7178 -8.21528 -1.55105 1.06365 0.0693958
81.330000 -2.3744 -20.0688 -8.13753 -2.06219 1.20447 0.204269
81.340000 -3.7158 -19.3346 -7.97839 -2.63007 1.36092 0.353758
81.350000 -5.39866 -18.5063 -7.72951 -3.25112 1.53255 0.516687
81.360000 -7.44248 -17.5778 -7.38613 -3.87467 1.70677 0.679597
81.370000 -9.81028 -16.5574 -6.95825 -4.34539 1.84373 0.802256
81.380000 -12.3468 -15.4841 -6.48618 -4.42929 1.88231 0.825219
81.390000 -14.7977 -14.4232 -6.03498 -4.06256 1.80443 0.733879
81.400000 -16.9541 -13.429 -5.65706 -3.44272 1.6602 0.580161
81.410000 -18.7338 -12.5232 -5.37197 -2.77157 1.502 0.415821
81.420000 -20.1372 -11.706 -5.17835 -2.13565 1.35271 0.262512
81.430000 -21.1912 -10.9705 -5.0683 -1.5517 1.21692 0.123971
81.440000 -21.9238 -10.3093 -5.03392 -1.01216 1.09275 -0.00220502
81.450000 -22.3569 -9.71677 -5.0692 -0.503663 0.976683 -0.119823
81.460000 -22.5043 -9.18928 -5.17033 -0.0124705 0.865031 -0.232736
81.470000 -22.372 -8.72536 -5.3357 0.47474 0.75418 -0.344655
81.480000 -21.9585 -8.3256 -5.5658 0.971449 0.64046 -0.459307
81.490000 -21.2542 -7.99276 -5.86331 1.49236 0.519875 -0.580713
81.500000 -20.2405 -7.73205 -6.23341 2.05452 0.387828 -0.713476
81.510000 -18.8882 -7.55153 -6.68407 2.67764 0.239046 -0.862839
81.520000 -17.1569 -7.46229 -7.22627 3.3802 0.0685946 -1.03365
81.530000 -14.9998 -7.47706 -7.87259 4.15886 -0.122791 -1.22494
81.540000 -12.3933 -7.60272 -8.6295 4.91901 -0.310798 -1.41192
81.550000 -9.4217 -7.81834 -9.47535 5.3682 -0.420029 -1.51855
81.560000 -6.36399 -8.05274 -10.338 5.1981 -0.370699 -1.46517
81.570000 -3.55657 -8.21965 -11.1308 4.55577 -0.200161 -1.29034
81.580000 -1.1644 -8.27679 -11.8114 3.79529 0.000426271 -1.08602
81.590000 0.803247 -8.22206 -12.3783 3.08658 0.18701 -0.896328
81.600000 2.38847 -8.06675 -12.8429 2.46002 0.351573 -0.729089
81.610000 3.63555 -7.8228 -13.2174 1.90315 0.497277 -0.580975
81.620000 4.57897 -7.49956 -13.5113 1.39692 0.629094 -0.446894
81.630000 5.24269 -7.10369 -13.7313 0.924229 0.751533 -0.322242
81.640000 5.64174 -6.63943 -13.8817 0.470895 0.868384 -0.20315
81.650000 5.78369 -6.10904 -13.9645 0.0248639 0.982894 -0.0862839
81.660000 5.66956 -5.51301 -13.9804 -0.424697 1.098 0.0313946
81.670000 5.29438 -4.85019 -13.9279 -0.888068 1.21646 0.15281
81.680000 4.64739 -4.1179 -13.804 -1.37507 1.34091 0.280814
81.690000 3.71256 -3.31206 -13.6043 -1.89385 1.47346 0.417893
81.700000 2.47069 -2.4278 -13.3232 -2.44609 1.61444 0.564981
81.710000 0.906256 -1.4613 -12.9557 -3.01403 1.75895 0.718131
81.720000 -0.974368 -0.414631 -12.502 -3.53336 1.88996 0.861464
81.730000 -3.10764 0.695164 -11.9769 -3.86805 1.97213 0.960276
81.740000 -5.34166 1.82835 -11.418 -3.86702 1.9672 0.974848
81.750000 -7.47184 2.93234 -10.8771 -3.52098 1.87447 0.900957
81.760000 -9.3388 3.96709 -10.3954 -2.97735 1.73312 0.775246
81.770000 -10.8744 4.91641 -9.99128 -2.38248 1.58089 0.635242
81.780000 -12.0732 5.78009 -9.66654 -1.80816 1.43573 0.499777
81.790000 -12.9543 6.56389 -9.41662 -1.27452 1.30219 0.374361
81.800000 -13.5412 7.27435 -9.23566 -0.780181 1.17938 0.258825
81.810000 -13.8543 7.91693 -9.11851 -0.317306 1.06481 0.151219
81.820000 -13.9091 8.49559 -9.06129 0.122907 0.955827 0.0492867
81.830000 -13.7163 9.01283 -9.06135 0.548503 0.850007 -0.049056
81.840000 -13.2821 9.46983 -9.11716 0.966328 0.745245 -0.145575
81.850000 -12.6094 9.86668 -9.22809 1.38183 0.639801 -0.241642
81.860000 -11.6984 10.2026 -9.39414 1.79858 0.532403 -0.338087
81.870000 -10.548 10.4763 -9.61558 2.21714 0.422538 -0.434875
81.880000 -9.1582 10.6865 -9.89226 2.63279 0.311036 -0.530505
81.890000 -7.53411 10.833 -10.2225 3.03177 0.201071 -0.621042
81.900000 -5.69232 10.9184 -10.6016 3.38693 0.0993962 -0.699061
81.910000 -3.66926 10.9505 -11.0191 3.65665 0.016797 -0.753588
81.920000 -1.52731 10.9437 -11.4584 3.79505 -0.0342975 -0.77301
81.930000 0.649053 10.9188 -11.897 3.77515 -0.0457987 -0.751212
81.940000 2.77027 10.8986 -12.312 3.60749 -0.0191643 -0.69209
81.950000 4.7625 10.9023 -12.6851 3.33298 0.0359148 -0.607168
81.960000 6.57822 10.9429 -13.0053 2.99853 0.10759 -0.509037
81.970000 8.19402 11.027 -13.2677 2.6398 0.186507 -0.406952
81.980000 9.60266 11.1569 -13.4719 2.27784 0.266926 -0.306158
81.990000 10.8056 11.3326 -13.6193 1.92269 0.345945 -0.208976
82.000000 11.8079 11.5528 -13.7122 1.57786 0.422412 -0.116024
82.010000 12.6157 11.8161 -13.753 1.24349 0.496127 -0.0270484
82.020000 13.2345 12.1209 -13.7438 0.918084 0.567357 0.0586007
82.030000 13.669 12.4658 -13.6863 0.599558 0.636572 0.141722
82.040000 13.9225 12.85 -13.5817 0.285706 0.704294 0.223141
82.050000 13.9969 13.2727 -13.4308 -0.025494 0.771014 0.303636
82.060000 13.8935 13.7334 -13.2338 -0.335654 0.837113 0.38389
82.070000 13.6123 14.2319 -12.9908 -0.645702 0.902784 0.464425
82.080000 13.1536 14.7678 -12.7015 -0.955473 0.967913 0.545496
82.090000 12.5178 15.3408 -12.3656 -1.26308 1.03191 0.626931
82.100000 11.7075 15.9499 -11.9832 -1.56398 1.09347 0.707887
82.110000 10.7285 16.593 -11.5549 -1.84988 1.15029 0.786524
82.120000 9.59297 17.2664 -11.0829 -2.10769 1.19886 0.8597
82.130000 8.32199 17.9643 -10.5717 -2.31954 1.23455 0.92289
82.140000 6.94763 18.6777 -10.0283 -2.46527 1.25228 0.970722
82.150000 5.51296 19.3951 -9.46317 -2.5278 1.24808 0.998343
82.160000 4.06835 20.1034 -8.88867 -2.49981 1.22068 1.00319
82.170000 2.66465 20.7899 -8.31782 -2.38705 1.17223 0.986041
82.180000 1.3461 21.4436 -7.76226 -2.20585 1.10746 0.950596
82.190000 0.146074 22.0569 -7.23105 -1.97671 1.0319 0.901869
82.200000 -0.913516 22.6249 -6.7304 -1.71844 0.950427 0.844666
82.210000 -1.8203 23.1455 -6.26403 -1.44526 0.866536 0.782749
82.220000 -2.56862 23.6179 -5.83385 -1.16653 0.782396 0.718675
82.230000 -3.15703 24.0422 -5.4406 -0.887687 0.699135 0.653987
82.240000 -3.58634 24.4193 -5.08439 -0.611446 0.617174 0.589503
82.250000 -3.85838 24.7497 -4.76498 -0.338761 0.536502 0.525564
82.260000 -3.9752 25.0343 -4.48202 -0.0695377 0.456851 0.462211
82.270000 -3.9386 25.2734 -4.23523 0.196908 0.37782 0.399323
82.280000 -3.74991 25.4672 -4.02439 0.461554 0.298946 0.33669
82.290000 -3.40984 25.6159 -3.84941 0.725459 0.219754 0.274082
82.300000 -2.91854 25.7189 -3.71034 0.989594 0.139794 0.2113
82.310000 -2.27567 25.7758 -3.60733 1.25464 0.0586958 0.148232
82.320000 -1.48062 25.7859 -3.54053 1.52074 -0.0237725 0.0849325
82.330000 -0.532978 25.7483 -3.50999 1.78707 -0.107598 0.0217264
82.340000 0.566818 25.6624 -3.51547 2.05128 -0.192366 -0.0406315
82.350000 1.81633 25.5279 -3.55613 2.30863 -0.277032 -0.100748
82.360000 3.20948 25.3454 -3.63007 2.551 -0.359634 -0.156352
82.370000 4.73435 25.1168 -3.7338 2.76598 -0.437019 -0.204116
82.380000 6.37068 24.8464 -3.86165 2.93699 -0.504799 -0.239745
82.390000 8.08792 24.5412 -4.00533 3.04533 -0.557826 -0.258614
82.400000 9.84527 24.2109 -4.15408 3.0749 -0.591411 -0.257035
82.410000 11.5949 23.8677 -4.29569 3.01809 -0.602909 -0.233707
82.420000 13.288 23.5242 -4.41806 2.87901 -0.592752 -0.190405
82.430000 14.881 23.192 -4.51086 2.67168 -0.564137 -0.131317
82.440000 16.34 22.8804 -4.5665 2.41454 -0.521662 -0.0615156
82.450000 17.6417 22.596 -4.58018 2.125 -0.469875 0.0144453
82.460000 18.7715 22.343 -4.54941 1.81647 -0.412408 0.0932252
82.470000 19.7213 22.124 -4.47321 1.49777 -0.35174 0.172769
82.480000 20.4868 21.9403 -4.35149 1.17385 -0.289339 0.252068
82.490000 21.0658 21.7926 -4.18447 0.846847 -0.2259 0.330861
82.500000 21.4567 21.6816 -3.9724 0.516943 -0.161582 0.409385
82.510000 21.6574 21.6077 -3.71529 0.18307 -0.0961855 0.488202
82.520000 21.6653 21.5716 -3.41276 -0.156641 -0.0292853 0.568078
82.530000 21.4764 21.5745 -3.06395 -0.504504 0.0396665 0.649901
82.540000 21.0852 21.6176 -2.66748 -0.862905 0.111226 0.734588
82.550000 20.4852 21.7025 -2.22147 -1.2337 0.185787 0.822943
82.560000 19.669 21.8311 -1.72367 -1.61711 0.263277 0.915373
82.570000 18.6303 22.0046 -1.17184 -2.00959 0.342595 1.01135
82.580000 17.3665 22.2234 -0.564526 -2.40019 0.420671 1.10841
82.590000 15.8847 22.4852 0.0974436 -2.76534 0.491194 1.20081
82.600000 14.2101 22.7829 0.808673 -3.06509 0.543798 1.27829
82.610000 12.3946 23.1025 1.55682 -3.24863 0.565744 1.32737
82.620000 10.5175 23.4235 2.32211 -3.2762 0.547674 1.33692
82.630000 8.67098 23.7224 3.08084 -3.14472 0.489939 1.30508
82.640000 6.93764 23.9792 3.81129 -2.88922 0.40244 1.24019
82.650000 5.37444 24.1804 4.49808 -2.5587 0.298118 1.15472
82.660000 4.01211 24.3196 5.13262 -2.19348 0.187232 1.05928
82.670000 2.86274 24.3949 5.71131 -1.81819 0.0757976 0.960538
82.680000 1.92822 24.4069 6.23334 -1.44469 -0.0335098 0.861833
82.690000 1.20615 24.357 6.69914 -1.07682 -0.14005 0.764345
82.700000 0.693301 24.2468 7.10944 -0.714001 -0.244284 0.668032
82.710000 0.387556 24.0773 7.46473 -0.353269 -0.347254 0.572172
82.720000 0.288917 23.8489 7.76497 0.00975865 -0.450336 0.475641
82.730000 0.400207 23.561 8.00938 0.380508 -0.555163 0.377017
82.740000 0.727651 23.212 8.19628 0.765453 -0.663633 0.274595
82.750000 1.28152 22.7994 8.32294 1.17229 -0.777961 0.166364
82.760000 2.07689 22.3189 8.38536 1.61004 -0.90073 0.049984
82.770000 3.13431 21.765 8.37817 2.08868 -1.03479 -0.0770698
82.780000 4.47981 21.1305 8.29461 2.61658 -1.18265 -0.216823
82.790000 6.14191 20.4072 8.12739 3.19167 -1.34419 -0.368465
82.800000 8.13966 19.5892 7.87188 3.77693 -1.51032 -0.522018
82.810000 10.4503 18.6811 7.53448 4.25548 -1.65113 -0.647033
82.820000 12.9572 17.712 7.14572 4.42829 -1.71469 -0.69275
82.830000 15.4433 16.7372 6.76139 4.18452 -1.67082 -0.632357
82.840000 17.6961 15.8121 6.43505 3.6484 -1.55037 -0.499347
82.850000 19.6061 14.9655 6.19326 3.01453 -1.40362 -0.344017
82.860000 21.153 14.2031 6.03975 2.3912 -1.2591 -0.193727
82.870000 22.3545 13.5205 5.96879 1.81063 -1.12557 -0.0561767
82.880000 23.2359 12.9112 5.97304 1.27244 -1.00312 0.0692304
82.890000 23.8188 12.3694 6.04638 0.76625 -0.889086 0.185558
82.900000 24.1178 11.8914 6.18461 0.279685 -0.780188 0.296332
82.910000 24.1406 11.475 6.38556 -0.199715 -0.673075 0.405054
82.920000 23.8879 11.1204 6.64905 -0.684564 -0.564326 0.515244
82.930000 23.3525 10.8294 6.97698 -1.18845 -0.450258 0.630653
82.940000 22.5194 10.6062 7.37353 -1.72697 -0.326669 0.755537
82.950000 21.3635 10.4578 7.84551 -2.31845 -0.188662 0.894834
82.960000 19.8488 10.3938 8.40269 -2.98235 -0.0310809 1.05373
82.970000 17.9301 10.4265 9.05727 -3.72753 0.148447 1.23459
82.980000 15.5698 10.5661 9.81955 -4.507 0.337812 1.42517
82.990000 12.797 10.8056 10.6824 -5.11383 0.483659 1.57172
83.000000 9.81208 11.0941 11.5942 -5.19666 0.495465 1.58315
83.010000 6.95485 11.3445 12.4674 -4.70548 0.360269 1.44652
83.020000 4.46468 11.4956 13.2404 -3.97437 0.164041 1.24846
83.030000 2.39806 11.5333 13.8989 -3.25002 -0.0295856 1.05301
83.040000 0.725471 11.4657 14.4511 -2.60194 -0.202619 0.878256
