t theta theta1 theta2 omega omega1 omega2
3.650000 3.77156 9.90298 7.60723 -4.79155 0.230192 1.34725
3.660000 1.23147 9.97971 8.32484 -4.06083 0.034275 1.154
3.670000 -0.882627 9.94279 8.92988 -3.32817 -0.160473 0.960504
3.680000 -2.59632 9.79972 9.42925 -2.66665 -0.335369 0.786077
3.690000 -3.95209 9.56227 9.83437 -2.07648 -0.490537 0.630941
3.700000 -4.98617 9.2405 10.1551 -1.54063 -0.630552 0.490687
3.710000 -5.72446 8.84168 10.3986 -1.04117 -0.760232 0.36058
3.720000 -6.18319 8.3705 10.5694 -0.562367 -0.883826 0.236401
3.730000 -6.37018 7.82933 10.6699 -0.0903881 -1.0051 0.114391
3.740000 -6.2856 7.21851 10.7002 0.387722 -1.12758 -0.00900822
3.750000 -5.92222 6.53631 10.6586 0.885027 -1.25482 -0.137411
3.760000 -5.26514 5.77897 10.5411 1.41529 -1.39054 -0.27465
3.770000 -4.29148 4.94056 10.3415 1.9922 -1.53835 -0.424596
3.780000 -2.97162 4.01339 10.0516 2.62407 -1.70042 -0.589825
3.790000 -1.27667 2.99001 9.66322 3.29476 -1.87239 -0.766756
3.800000 0.795164 1.87013 9.17474 3.9148 -2.03078 -0.933021
3.810000 3.15866 0.67613 8.60659 4.26784 -2.11957 -1.03326
3.820000 5.59119 -0.534349 8.0147 4.13807 -2.08397 -1.01104
3.830000 7.82114 -1.69177 7.46844 3.59935 -1.94453 -0.883689
3.840000 9.68754 -2.75577 7.00945 2.90826 -1.76802 -0.716477
3.850000 11.1564 -3.7188 6.64684 2.22704 -1.5959 -0.551314
3.860000 12.2509 -4.58772 6.3748 1.60397 -1.44003 -0.400917
3.870000 13.0056 -5.37197 6.18455 1.03912 -1.29987 -0.265451
3.880000 13.4504 -6.07954 6.06839 0.519846 -1.17171 -0.141667
3.890000 13.6073 -6.71617 6.02067 0.0322462 -1.05158 -0.0259381
3.900000 13.491 -7.28542 6.03775 -0.436008 -0.935954 0.0849883
3.910000 13.1094 -7.78897 6.11768 -0.89545 -0.821782 0.193891
3.920000 12.4649 -8.22689 6.26 -1.35501 -0.706426 0.303102
3.930000 11.5552 -8.59783 6.46542 -1.82187 -0.587678 0.414441
3.940000 10.3749 -8.89937 6.73551 -2.30037 -0.464033 0.528889
3.950000 8.91723 -9.12861 7.07196 -2.78888 -0.335475 0.645751
3.960000 7.17973 -9.28343 7.47521 -3.27324 -0.205185 0.760924
3.970000 5.17406 -9.36511 7.94171 -3.7162 -0.0823718 0.864216
3.980000 2.94206 -9.38255 8.45985 -4.0497 0.0154797 0.937638
3.990000 0.570186 -9.35635 9.0064 -4.19224 0.0666466 0.960385
4.000000 -1.81707 -9.31754 9.54875 -4.1031 0.059115 0.923115
4.010000 -4.09429 -9.29833 10.0548 -3.82008 0.0010849 0.837095
4.020000 -6.17336 -9.32201 10.503 -3.42549 -0.0869718 0.724538
4.030000 -8.01209 -9.40016 10.8836 -2.9904 -0.186664 0.604027
4.040000 -9.60022 -9.53603 11.1956 -2.55513 -0.287188 0.485778
4.050000 -10.9433 -9.72849 11.4415 -2.1364 -0.383817 0.373772
4.060000 -12.0523 -9.97483 11.6252 -1.73833 -0.475183 0.268724
4.070000 -12.9389 -10.272 11.7506 -1.35944 -0.561459 0.169938
4.080000 -13.6132 -10.6174 11.8209 -0.996297 -0.643427 0.0762225
4.090000 -14.0829 -11.0087 11.8387 -0.644955 -0.722039 -0.0137129
4.100000 -14.3538 -11.4443 11.8057 -0.301682 -0.798233 -0.101104
4.110000 -14.4295 -11.9231 11.7231 0.0367876 -0.872837 -0.187067
4.120000 -14.312 -12.4443 11.5914 0.373041 -0.946504 -0.272552
4.130000 -14.0021 -13.0076 11.4107 0.708712 -1.01962 -0.358282
4.140000 -13.5 -13.6126 11.1808 1.04399 -1.09217 -0.44463
4.150000 -12.8062 -14.2589 10.9012 1.3768 -1.16351 -0.531409
4.160000 -11.9238 -14.9454 10.5719 1.70152 -1.23204 -0.617528
4.170000 -10.86 -15.6697 10.1941 2.00734 -1.29479 -0.700548
4.180000 -9.6304 -16.4272 9.77055 2.27695 -1.34714 -0.776254
4.190000 -8.26217 -17.2102 9.30711 2.48699 -1.38302 -0.838677
4.200000 -6.79668 -18.0076 8.81331 2.61261 -1.39627 -0.881137
4.210000 -5.28793 -18.8051 8.30222 2.63621 -1.38286 -0.898488
4.220000 -3.79576 -19.5872 7.78879 2.55598 -1.34308 -0.889452
4.230000 -2.37601 -20.34 7.28744 2.38704 -1.2815 -0.857192
4.240000 -1.07261 -21.0529 6.80982 2.15422 -1.20495 -0.807655
4.250000 0.0851908 -21.7192 6.36401 1.88267 -1.12003 -0.747165
4.260000 1.08117 -22.3357 5.95474 1.59206 -1.03169 -0.680849
4.270000 1.90843 -22.9013 5.58426 1.29536 -0.943013 -0.612193
4.280000 2.56582 -23.4165 5.25326 0.999963 -0.855621 -0.543268
4.290000 3.05526 -23.8822 4.96156 0.709498 -0.770143 -0.475144
4.300000 3.38003 -24.2994 4.70855 0.425242 -0.686628 -0.408259
4.310000 3.54373 -24.6693 4.49348 0.147158 -0.60481 -0.342684
4.320000 3.54971 -24.9927 4.31563 -0.125461 -0.524267 -0.278297
4.330000 3.40082 -25.2702 4.17439 -0.393603 -0.444523 -0.214895
4.340000 3.09934 -25.5022 4.06923 -0.658269 -0.36511 -0.152266
4.350000 2.647 -25.6886 3.99979 -0.920282 -0.285615 -0.0902526
4.360000 2.04519 -25.8294 3.96571 -1.18008 -0.20573 -0.0288099
4.370000 1.29519 -25.9243 3.96664 -1.43747 -0.12531 0.0319277
4.380000 0.398638 -25.9729 4.00208 -1.69131 -0.0444654 0.0915531
4.390000 -0.641756 -25.9752 4.07119 -1.93902 0.0363164 0.14927
4.400000 -1.82129 -25.9315 4.17252 -2.17603 0.116009 0.203753
4.410000 -3.13191 -25.8428 4.30368 -2.39519 0.192874 0.253016
4.420000 -4.56065 -25.7115 4.46095 -2.58642 0.264329 0.294365
4.430000 -6.088 -25.5416 4.63887 -2.73715 0.327015 0.324558
4.440000 -7.68688 -25.3392 4.8301 -2.83394 0.377185 0.3403
4.450000 -9.32299 -25.1124 5.02557 -2.86562 0.411505 0.339067
4.460000 -10.9571 -24.871 5.21522 -2.82673 0.428012 0.319975
4.470000 -12.5491 -24.6254 5.38904 -2.71956 0.426753 0.284187
4.480000 -14.0622 -24.385 5.53823 -2.55333 0.409693 0.234576
4.490000 -15.4662 -24.1583 5.65591 -2.34108 0.379982 0.174837
4.500000 -16.7387 -23.9514 5.73733 -2.09621 0.341032 0.108561
4.510000 -17.8642 -23.7687 5.77962 -1.83005 0.295851 0.0386455
4.520000 -18.8333 -23.6131 5.78131 -1.55095 0.246733 -0.0328898
4.530000 -19.6401 -23.4864 5.74186 -1.26438 0.195243 -0.104835
4.540000 -20.2813 -23.3896 5.66121 -0.973472 0.14233 -0.176612
4.550000 -20.7551 -23.3235 5.53953 -0.679675 0.0884802 -0.248095
4.560000 -21.0597 -23.2884 5.37694 -0.383269 0.0338576 -0.319464
4.570000 -21.1937 -23.2848 5.1734 -0.083799 -0.0215825 -0.39109
4.580000 -21.155 -23.3133 4.92864 0.219591 -0.0779987 -0.46345
4.590000 -20.9411 -23.3744 4.64209 0.527851 -0.135574 -0.537054
4.600000 -20.549 -23.4689 4.3129 0.841671 -0.194413 -0.612353
4.610000 -19.9756 -23.5974 3.94001 1.16096 -0.254399 -0.689613
4.620000 -19.2179 -23.7606 3.52231 1.48406 -0.31498 -0.768703
4.630000 -18.2751 -23.9583 3.05895 1.80649 -0.374841 -0.848769
4.640000 -17.1497 -24.1895 2.54989 2.1192 -0.43148 -0.927758
4.650000 -15.8514 -24.4513 1.99673 2.40676 -0.480774 -1.00188
4.660000 -14.4008 -24.7379 1.40384 2.64661 -0.516892 -1.06535
4.670000 -12.8329 -25.0398 0.779338 2.81188 -0.533138 -1.11098
4.680000 -11.1974 -25.344 0.135429 2.87934 -0.524072 -1.13221
4.690000 -9.554 -25.6352 -0.512785 2.83951 -0.488028 -1.12588
4.700000 -7.96242 -25.8986 -1.14975 2.70135 -0.428076 -1.09361
4.710000 -6.47301 -26.1223 -1.76204 2.48722 -0.350481 -1.0408
4.720000 -5.12185 -26.2982 -2.33975 2.22282 -0.262052 -0.973998
4.730000 -3.93129 -26.4216 -2.87658 1.92967 -0.168257 -0.898887
4.740000 -2.91327 -26.4907 -3.36899 1.62243 -0.0726557 -0.819453
4.750000 -2.07317 -26.5049 -3.81524 1.30955 0.0228455 -0.738077
4.760000 -1.41294 -26.4646 -4.21462 0.994953 0.117518 -0.655925
4.770000 -0.933181 -26.3704 -4.5668 0.679545 0.211387 -0.573347
4.780000 -0.634572 -26.2225 -4.87151 0.362345 0.304956 -0.490153
4.790000 -0.51873 -26.0208 -5.12826 0.0411066 0.399034 -0.405802
4.800000 -0.588838 -25.7649 -5.33615 -0.287333 0.494659 -0.319491
4.810000 -0.850112 -25.4535 -5.4938 -0.626909 0.593067 -0.230212
4.820000 -1.31023 -25.0845 -5.59916 -0.982255 0.695682 -0.136781
4.830000 -1.97969 -24.6552 -5.6495 -1.35856 0.804088 -0.0378903
4.840000 -2.87203 -24.1617 -5.6413 -1.76103 0.91991 0.0677319
4.850000 -4.00342 -23.5994 -5.57043 -2.19333 1.04442 0.180885
4.860000 -5.39078 -22.9632 -5.43271 -2.65334 1.17745 0.300775
4.870000 -7.04605 -22.2492 -5.22537 -3.12346 1.31491 0.422509
4.880000 -8.96267 -21.4579 -4.95065 -3.55347 1.44418 0.532788
4.890000 -11.0922 -20.6006 -4.62171 -3.84739 1.54042 0.606898
4.900000 -13.3241 -19.7047 -4.26744 -3.89616 1.57458 0.617687
4.910000 -15.5033 -18.8101 -3.92741 -3.66874 1.53713 0.558828
4.920000 -17.4904 -17.9533 -3.63625 -3.24468 1.44764 0.452065
4.930000 -19.2051 -17.1557 -3.41301 -2.73361 1.33437 0.325857
4.940000 -20.6203 -16.425 -3.26303 -2.20744 1.21637 0.19829
4.950000 -21.7377 -15.7611 -3.18462 -1.69664 1.10192 0.076635
4.960000 -22.5689 -15.1612 -3.17383 -1.20818 0.993086 -0.0378389
4.970000 -23.1259 -14.6222 -3.22685 -0.738754 0.889125 -0.146423
4.980000 -23.4177 -14.1418 -3.34092 -0.281107 0.788158 -0.251358
4.990000 -23.4485 -13.7189 -3.51469 0.173614 0.68783 -0.355253
5.000000 -23.2174 -13.354 -3.74835 0.635312 0.585486 -0.460955
5.010000 -22.7171 -13.049 -4.04385 1.11521 0.478114 -0.571639
5.020000 -21.9335 -12.8077 -4.40505 1.62645 0.362216 -0.690968
5.030000 -20.8444 -12.6363 -4.8381 2.1845 0.233723 -0.823206
5.040000 -19.4181 -12.5431 -5.35171 2.8058 0.0883898 -0.972876
5.050000 -17.6152 -12.5387 -5.95681 3.49915 -0.0759345 -1.14253
5.060000 -15.3998 -12.6324 -6.66348 4.23364 -0.250978 -1.32443
5.070000 -12.783 -12.8213 -7.46985 4.86068 -0.398099 -1.48027
5.080000 -9.90812 -13.0684 -8.33976 5.0826 -0.440826 -1.53262
5.090000 -7.06751 -13.2986 -9.19802 4.75213 -0.342346 -1.44227
5.100000 -4.52366 -13.4453 -9.97658 4.10112 -0.163238 -1.26852
5.110000 -2.3773 -13.4837 -10.6492 3.39494 0.0281047 -1.08032
5.120000 -0.623052 -13.4161 -11.2173 2.73981 0.204584 -0.905629
5.130000 0.775141 -13.2528 -11.6904 2.15123 0.362475 -0.748751
5.140000 1.85256 -13.0037 -12.0781 1.61744 0.505042 -0.606721
5.150000 2.63594 -12.6762 -12.3877 1.12219 0.636696 -0.47529
5.160000 3.14294 -12.2754 -12.624 0.650313 0.761555 -0.350422
5.170000 3.38301 -11.8041 -12.7898 0.18826 0.883312 -0.228467
5.180000 3.35813 -11.2631 -12.8857 -0.27662 1.00542 -0.105976
5.190000 3.06306 -10.6512 -12.9105 -0.757062 1.13136 0.0205419
5.200000 2.48504 -9.96523 -12.8607 -1.26671 1.26481 0.15484
5.210000 1.60314 -9.19968 -12.7308 -1.82024 1.4097 0.300979
5.220000 0.388228 -8.34697 -12.5128 -2.43083 1.5695 0.462689
5.230000 -1.19358 -7.39825 -12.1974 -3.09852 1.74417 0.640412
5.240000 -3.16458 -6.34776 -11.778 -3.77336 1.92055 0.821837
5.250000 -5.48722 -5.20538 -11.263 -4.2843 2.05416 0.963429
5.260000 -7.98922 -4.01579 -10.6954 -4.35887 2.07498 0.994829
5.270000 -10.3835 -2.85285 -10.1482 -3.93063 1.96712 0.897617
5.280000 -12.4448 -1.7738 -9.67939 -3.24551 1.79492 0.734017
5.290000 -14.098 -0.796865 -9.30839 -2.53065 1.61691 0.562419
5.300000 -15.3556 0.0821066 -9.03213 -1.87031 1.45432 0.404757
5.310000 -16.2536 0.873019 -8.84137 -1.27428 1.30916 0.263696
5.320000 -16.8258 1.58495 -8.72738 -0.730483 1.17788 0.136134
5.330000 -17.0977 2.22459 -8.68357 -0.223542 1.05614 0.018045
5.340000 -17.0863 2.79626 -8.7056 0.260541 0.939988 -0.0942741
5.350000 -16.8012 3.30214 -8.79111 0.733828 0.825977 -0.204025
5.360000 -16.2454 3.74259 -8.93944 1.20677 0.711087 -0.313969
5.370000 -15.4167 4.11631 -9.15138 1.68833 0.592657 -0.42643
5.380000 -14.3078 4.42063 -9.4289 2.18532 0.468555 -0.543086
5.390000 -12.9091 4.65196 -9.77458 2.69971 0.33784 -0.664228
5.400000 -11.2125 4.80684 -10.1904 3.22211 0.202442 -0.787029
5.410000 -9.22139 4.88453 -10.6751 3.71917 0.0704837 -0.902286
5.420000 -6.96893 4.89169 -11.2193 4.11908 -0.0397535 -0.990897
5.430000 -4.53928 4.84822 -11.8004 4.3211 -0.101792 -1.02687
5.440000 -2.06832 4.78794 -12.3828 4.25996 -0.097313 -0.99445
5.450000 0.29806 4.74819 -12.9288 3.96968 -0.033365 -0.904029
5.460000 2.4559 4.75632 -13.4128 3.54935 0.0653822 -0.782283
5.470000 4.35737 4.82539 -13.8237 3.08598 0.176425 -0.65194
5.480000 5.99315 4.95838 -14.1605 2.62677 0.287145 -0.524973
5.490000 7.37171 5.15339 -14.4267 2.18953 0.392502 -0.405633
5.500000 8.507 5.4069 -14.6269 1.77743 0.491364 -0.294385
5.510000 9.41279 5.7153 -14.7654 1.38774 0.584241 -0.19021
5.520000 10.1006 6.07546 -14.8459 1.01588 0.672208 -0.0916373
5.530000 10.5794 6.48489 -14.8712 0.657055 0.756457 0.0028416
5.540000 10.8552 6.9418 -14.8432 0.30685 0.83811 0.0946302
5.550000 10.9319 7.44498 -14.7631 -0.0385459 0.918149 0.184979
5.560000 10.8114 7.99376 -14.6313 -0.382175 0.997352 0.274953
5.570000 10.4939 8.5878 -14.4479 -0.726043 1.07621 0.365372
5.580000 9.97925 9.22696 -14.2124 -1.07059 1.15479 0.456677
5.590000 9.26738 9.91092 -13.9244 -1.41372 1.23242 0.548689
5.600000 8.36066 10.6387 -13.5838 -1.74926 1.30738 0.640199
5.610000 7.26662 11.4079 -13.1914 -2.06492 1.37629 0.728405
5.620000 6.00204 12.2136 -12.7506 -2.34048 1.43377 0.808371
5.630000 4.59752 13.0474 -12.268 -2.54843 1.4727 0.873053
5.640000 3.10024 13.8963 -11.7546 -2.65994 1.48593 0.914709
5.650000 1.57156 14.7444 -11.2253 -2.65641 1.46927 0.927843
5.660000 0.07802 15.5745 -10.6969 -2.53944 1.42394 0.911991
5.670000 -1.32075 16.3718 -10.1849 -2.33029 1.35612 0.871887
5.680000 -2.58048 17.1257 -9.70106 -2.05919 1.27394 0.81491
5.690000 -3.67395 17.8302 -9.25295 -1.754 1.18461 0.748158
5.700000 -4.5878 18.4828 -8.84458 -1.43482 1.09311 0.676909
5.710000 -5.31782 19.083 -8.47749 -1.11382 1.00224 0.604469
5.720000 -5.86502 19.6316 -8.15179 -0.797302 0.913288 0.532622
5.730000 -6.23283 20.13 -7.86688 -0.487849 0.826599 0.462164
5.740000 -6.4255 20.5792 -7.62188 -0.185939 0.741988 0.393317
5.750000 -6.44723 20.9805 -7.41588 0.109032 0.659023 0.325997
5.760000 -6.30168 21.3346 -7.24806 0.398128 0.577172 0.259986
5.770000 -5.99191 21.642 -7.11775 0.682487 0.495903 0.195045
5.780000 -5.52033 21.9029 -7.02439 0.963046 0.414746 0.130993
5.790000 -4.88897 22.1173 -6.96749 1.24029 0.333355 0.0677763
5.800000 -4.09974 22.2848 -6.94653 1.51396 0.251585 0.00555973
5.810000 -3.15504 22.4055 -6.96084 1.78265 0.169592 -0.0551737
5.820000 -2.0585 22.4793 -7.0093 2.04329 0.0879784 -0.113487
5.830000 -0.816136 22.5066 -7.09013 2.29054 0.00797102 -0.167838
5.840000 0.562158 22.4891 -7.20044 2.51616 -0.068401 -0.215957
5.850000 2.0609 22.4295 -7.33584 2.70886 -0.138213 -0.254844
5.860000 3.65741 22.3326 -7.49005 2.8551 -0.197803 -0.281038
5.870000 5.32112 22.2055 -7.65483 2.94134 -0.243324 -0.291267
5.880000 7.01453 22.0571 -7.82034 2.95762 -0.271692 -0.283385
5.890000 8.69632 21.8977 -7.97605 2.90099 -0.281544 -0.25719
5.900000 10.3258 21.7379 -8.11192 2.77659 -0.273675 -0.214597
5.910000 11.8673 21.587 -8.21948 2.59587 -0.250666 -0.15903
5.920000 13.2924 21.4529 -8.29243 2.37291 -0.21598 -0.0944059
5.930000 14.5809 21.3411 -8.32661 2.12101 -0.173058 -0.024257
5.940000 15.7194 21.2556 -8.31969 1.85084 -0.124758 0.0487189
5.950000 16.6998 21.1988 -8.27059 1.56989 -0.0731707 0.122734
5.960000 17.5173 21.1721 -8.17905 1.28287 -0.0196669 0.196775
5.970000 18.1692 21.1764 -8.04519 0.992349 0.0349542 0.27041
5.980000 18.6539 21.2123 -7.86927 0.699385 0.0903086 0.343609
5.990000 18.9702 21.28 -7.65148 0.40404 0.146292 0.416604
6.000000 19.1164 21.3801 -7.39184 0.105786 0.202968 0.489784
6.010000 19.0907 21.5128 -7.0901 -0.196178 0.260482 0.563614
6.020000 18.8907 21.6787 -6.74577 -0.502603 0.318963 0.638556
6.030000 18.5138 21.8785 -6.35809 -0.813802 0.378414 0.714973
6.040000 17.9574 22.1125 -5.92616 -1.12908 0.438559 0.792982
6.050000 17.2197 22.381 -5.44916 -1.44588 0.498608 0.872226
6.060000 16.3013 22.6835 -4.92665 -1.75847 0.556937 0.951537
6.070000 15.2074 23.0183 -4.35922 -2.0564 0.610693 1.02848
6.080000 13.9508 23.3816 -3.74932 -2.32306 0.6555 1.09894
6.090000 12.5556 23.7667 -3.10226 -2.53603 0.685629 1.15711
6.100000 11.0596 24.1634 -2.42699 -2.67095 0.695121 1.19638
6.110000 9.51339 24.5585 -1.73595 -2.70959 0.679868 1.21148
6.120000 7.97396 24.9376 -1.04371 -2.64788 0.639568 1.20065
6.130000 6.49611 25.2873 -0.364609 -2.49769 0.577951 1.16635
6.140000 5.12454 25.597 0.289363 -2.28088 0.501049 1.11392
6.150000 3.89068 25.8597 0.90953 -2.0206 0.414934 1.04929
6.160000 2.81378 26.0716 1.49038 -1.73563 0.324323 0.977402
6.170000 1.90407 26.2311 2.02883 -1.4386 0.232241 0.901713
6.180000 1.16614 26.3378 2.52334 -1.13684 0.140297 0.82428
6.190000 0.601573 26.392 2.97325 -0.833774 0.0490953 0.746124
6.200000 0.21078 26.3942 3.37827 -0.530248 -0.0414059 0.667559
6.210000 -0.00581257 26.3446 3.73812 -0.225464 -0.131657 0.588437
6.220000 -0.0469856 26.2432 4.05237 0.0824703 -0.222372 0.508301
6.230000 0.0897998 26.0895 4.32027 0.396229 -0.314457 0.426478
6.240000 0.408799 25.8824 4.5406 0.719112 -0.408977 0.342128
6.250000 0.916313 25.6202 4.71165 1.05495 -0.507137 0.254278
6.260000 1.62096 25.3003 4.83111 1.40795 -0.610251 0.161884
6.270000 2.53378 24.9197 4.89609 1.78224 -0.719641 0.0639568
6.280000 3.66789 24.4743 4.90322 2.1807 -0.836339 -0.0401012
6.290000 5.03709 23.9599 4.84907 2.60195 -0.960332 -0.149704
6.300000 6.6517 23.3729 4.73124 3.03391 -1.08887 -0.261395
6.310000 8.50937 22.7129 4.55084 3.44203 -1.21336 -0.365901
6.320000 10.5784 21.9866 4.31669 3.75739 -1.31605 -0.445312
6.330000 12.7795 21.2137 4.04984 3.88773 -1.37249 -0.476402
6.340000 14.9865 20.426 3.78274 3.77547 -1.3665 -0.445731
6.350000 17.065 19.6585 3.54917 3.45125 -1.30475 -0.36269
6.360000 18.9178 18.9372 3.37263 3.00315 -1.20956 -0.250673
6.370000 20.4979 18.2748 3.26354 2.50977 -1.10153 -0.129825
6.380000 21.7936 17.6751 3.22345 2.01468 -0.992368 -0.01089
6.390000 22.8095 17.137 3.24996 1.53432 -0.886711 0.102412
6.400000 23.5551 16.6582 3.3397 1.07087 -0.785324 0.20999
6.410000 24.039 16.2364 3.48978 0.620078 -0.687198 0.313335
6.420000 24.2667 15.8704 3.69836 0.174989 -0.590529 0.414588
6.430000 24.239 15.5599 3.96494 -0.27277 -0.493098 0.516222
6.440000 23.9518 15.306 4.2905 -0.732779 -0.39235 0.620999
6.450000 23.3949 15.1115 4.67775 -1.21613 -0.285333 0.732068
6.460000 22.5513 14.9809 5.13129 -1.73579 -0.168629 0.853069
6.470000 21.3961 14.9208 5.65796 -2.30621 -0.0384925 0.988037
6.480000 19.8965 14.9399 6.26684 -2.93933 0.108078 1.14039
6.490000 18.0168 15.0475 6.96792 -3.62873 0.269183 1.30883
6.500000 15.7402 15.2478 7.76653 -4.30358 0.426176 1.4754
6.510000 13.1262 15.5252 8.64839 -4.76078 0.526571 1.58758
6.520000 10.3761 15.8278 9.56232 -4.75048 0.50686 1.57988
6.530000 7.76956 16.084 10.4362 -4.2937 0.373884 1.4564
6.540000 5.4915 16.2475 11.2219 -3.64638 0.194138 1.28296
6.550000 3.59171 16.3067 11.9062 -2.99157 0.0145458 1.10733
6.560000 2.05309 16.2671 12.4935 -2.38914 -0.14986 0.945454
6.570000 0.843102 16.138 12.9925 -1.84311 -0.298382 0.798601
6.580000 -0.0674748 15.9276 13.4109 -1.34164 -0.434342 0.663767
6.590000 -0.700107 15.642 13.7547 -0.870578 -0.56163 0.537238
6.600000 -1.06834 15.285 14.0275 -0.416601 -0.683893 0.415468
6.610000 -1.17841 14.8586 14.2311 0.0325809 -0.804502 0.295141
6.620000 -1.02963 14.3628 14.3653 0.488972 -0.926742 0.172993
6.630000 -0.614312 13.7957 14.4283 0.965193 -1.05405 0.0455832
6.640000 0.0828539 13.1532 14.4158 1.47528 -1.19022 -0.090917
6.650000 1.08567 12.4293 14.3216 2.03473 -1.33939 -0.240738
6.660000 2.42663 11.6152 14.1367 2.65734 -1.50518 -0.407715
6.670000 4.14271 10.7013 13.851 3.34073 -1.68695 -0.591591
6.680000 6.25512 9.68203 13.4584 4.02061 -1.86784 -0.776236
6.690000 8.71072 8.57112 12.9713 4.49001 -1.99418 -0.908719
6.700000 11.3032 7.42192 12.4417 4.46291 -1.99246 -0.915113
6.710000 13.7282 6.31266 11.9474 3.94152 -1.86429 -0.7949
6.720000 15.7819 5.29508 11.5406 3.21606 -1.68515 -0.622106
6.730000 17.4152 4.38088 11.2341 2.49426 -1.50851 -0.450245
6.740000 18.653 3.5629 11.0213 1.83828 -1.35 -0.295498
6.750000 19.5344 2.83049 10.8922 1.24821 -1.20923 -0.15794
6.760000 20.093 2.17466 10.8378 0.708711 -1.0819 -0.0335712
6.770000 20.353 1.58904 10.852 0.203389 -0.963433 0.0819379
6.780000 20.3298 1.06973 10.9307 -0.282178 -0.849797 0.192427
6.790000 20.031 0.614997 11.0722 -0.760473 -0.737463 0.301229
6.800000 19.4576 0.225018 11.2762 -1.24258 -0.623256 0.411288
6.810000 18.6045 -0.0982885 11.5442 -1.73842 -0.504278 0.525193
6.820000 17.4614 -0.35146 11.8791 -2.25593 -0.378102 0.64493
6.830000 16.0147 -0.529948 12.2845 -2.79785 -0.243584 0.77099
6.840000 14.2525 -0.629393 12.7632 -3.35309 -0.103073 0.900087
6.850000 12.1775 -0.648812 13.3144 -3.87931 0.033028 1.02066
6.860000 9.83021 -0.59685 13.9266 -4.28353 0.140948 1.10814
6.870000 7.31626 -0.498994 14.5717 -4.44227 0.188177 1.13083
6.880000 4.79844 -0.396181 15.2073 -4.29886 0.158384 1.07546
6.890000 2.43417 -0.329009 15.793 -3.92653 0.0687936 0.962575
6.900000 0.318592 -0.322667 16.3057 -3.44976 -0.0490448 0.825126
6.910000 -1.51592 -0.386192 16.7382 -2.95529 -0.17246 0.685523
6.920000 -3.07198 -0.51934 17.0927 -2.4812 -0.291126 0.553281
6.930000 -4.36506 -0.718294 17.3741 -2.03764 -0.402013 0.430655
6.940000 -5.41252 -0.978544 17.5879 -1.62316 -0.505242 0.316933
6.950000 -6.22961 -1.29603 17.7387 -1.2325 -0.602026 0.210463
6.960000 -6.82827 -1.66747 17.8301 -0.859723 -0.693835 0.109444
6.970000 -7.21713 -2.09042 17.8648 -0.499266 -0.782087 0.0121835
6.980000 -7.4018 -2.56323 17.8445 -0.146242 -0.868046 -0.0828313
6.990000 -7.38534 -3.0849 17.7701 0.203462 -0.952782 -0.176923
7.000000 -7.16867 -3.65497 17.6417 0.553058 -1.03712 -0.271198
7.010000 -6.75121 -4.27338 17.4591 0.904518 -1.12155 -0.366471
7.020000 -6.13179 -4.94018 17.2215 1.25786 -1.206 -0.463087
7.030000 -5.31005 -5.65517 16.9283 1.60979 -1.28949 -0.560576
7.040000 -4.28898 -6.4172 16.5793 1.95163 -1.3696 -0.657093
7.050000 -3.07873 -7.22312 16.1762 2.26649 -1.44176 -0.748664
7.060000 -1.70198 -8.06648 15.7236 2.52758 -1.49892 -0.828608
7.070000 -0.199145 -8.93621 15.2306 2.70075 -1.53234 -0.888048
7.080000 1.37007 -9.81642 14.7115 2.7553 -1.53456 -0.91855
7.090000 2.93312 -10.6883 14.1844 2.67951 -1.50336 -0.916205
7.100000 4.41837 -11.5336 13.6674 2.48816 -1.44341 -0.883906
7.110000 5.76854 -12.3385 13.1757 2.21409 -1.36372 -0.829493
7.120000 6.94648 -13.0943 12.7194 1.89233 -1.27347 -0.761778
7.130000 7.93309 -13.7971 12.304 1.5498 -1.17944 -0.687753
7.140000 8.72169 -14.4459 11.9316 1.2032 -1.08559 -0.611892
7.150000 9.31276 -15.0415 11.6027 0.861191 -0.993797 -0.536608
7.160000 9.71012 -15.5852 11.3164 0.527348 -0.904603 -0.46297
7.170000 9.91876 -16.0786 11.0718 0.202383 -0.817853 -0.39127
7.180000 9.9436 -16.5228 10.8677 -0.114415 -0.733053 -0.321406
7.190000 9.78896 -16.9188 10.7032 -0.424336 -0.649586 -0.253105
7.200000 9.45839 -17.2673 10.5774 -0.728749 -0.56683 -0.186073
7.210000 8.95471 -17.5684 10.4897 -1.02875 -0.484248 -0.120093
7.220000 8.28027 -17.8222 10.4396 -1.32486 -0.401461 -0.0551143
7.230000 7.43736 -18.0284 10.4263 -1.61663 -0.318347 0.00863948
7.240000 6.42893 -18.1869 10.4491 -1.90217 -0.235165 0.0705415
7.250000 5.25957 -18.298 10.5066 -2.1775 -0.152739 0.129397
7.260000 3.93692 -18.3624 10.5965 -2.43582 -0.072667 0.183273
7.270000 2.4735 -18.3822 10.7151 -2.66691 0.00249171 0.229383
7.280000 0.888622 -18.3612 10.8572 -2.85732 0.0691998 0.264191
7.290000 -0.790078 -18.3053 11.015 -2.9919 0.123293 0.283884
